entry_date,exit_date,type,entry_price,exit_price,position_size,pnl,reason,account_balance,peak,drawdown
2021-07-08 21:30:00,2021-07-08 21:45:00,LONG,32928.82,32894.07,0.28776978417266186,-10.0,Stop-Loss,990.0,990.0,0.0
2021-07-09 12:45:00,2021-07-09 19:45:00,LONG,32968.65,33398.615,0.0796588348889565,34.2505109430299,Stop-Loss,1024.25051094303,1024.25051094303,0.0
2021-07-11 23:15:00,2021-07-12 00:00:00,LONG,34272.07,34170.32,0.10066344087892186,-10.242505109430299,Stop-Loss,1014.0080058335996,1024.25051094303,10.24250510943034
2021-07-13 12:15:00,2021-07-13 15:45:00,SHORT,32875.36,32807.715,0.0522294164585035,3.5330588763356823,Stop-Loss,1017.5410647099352,1024.25051094303,6.709446233094695
2021-07-14 02:15:00,2021-07-14 02:30:00,SHORT,32469.91,32501.574999999997,0.3213456702068606,-10.175410647099353,Stop-Loss,1007.3656540628358,1024.25051094303,16.884856880194093
2021-07-14 11:15:00,2021-07-14 19:00:00,LONG,32504.6,32682.86,0.02710850645343434,4.8323623603892605,Stop-Loss,1012.1980164232251,1024.25051094303,12.052494519804782
2021-07-16 14:00:00,2021-07-16 19:30:00,LONG,31839.82,31965.905,0.03051500629846493,3.847484569141924,Stop-Loss,1016.045500992367,1024.25051094303,8.205009950662884
2021-07-18 14:15:00,2021-07-18 16:45:00,SHORT,31687.43,31496.86,0.2616987768171135,49.87193589803724,Stop-Loss,1065.9174368904044,1065.9174368904044,0.0
2021-07-19 08:45:00,2021-07-19 19:15:00,SHORT,31483.82,30717.325,0.05504492431461706,42.19165926253235,Stop-Loss,1108.1090961529367,1108.1090961529367,0.0
2021-07-20 02:30:00,2021-07-20 10:15:00,SHORT,30263.61,29605.620000000003,0.02868593792624542,18.875060296090165,Stop-Loss,1126.9841564490268,1126.9841564490268,0.0
2021-07-21 03:15:00,2021-07-21 17:00:00,LONG,29834.83,31873.245,0.0808482482477129,164.8022819518615,Stop-Loss,1291.7864384008883,1291.7864384008883,0.0
2021-07-23 01:15:00,2021-07-23 06:00:00,LONG,32382.04,32550.879999999997,0.12163141456625085,20.536248035365368,Stop-Loss,1312.3226864362537,1312.3226864362537,0.0
2021-07-24 11:00:00,2021-07-24 11:15:00,LONG,33932.38,33750.93,0.07232420426763707,-13.123226864362536,Stop-Loss,1299.199459571891,1312.3226864362537,13.12322686436255
2021-07-24 23:45:00,2021-07-25 00:30:00,LONG,34270.0,34068.285,0.06127143272834775,-12.359367052798452,Stop-Loss,1286.8400925190927,1312.3226864362537,25.48259391716101
2021-07-25 04:15:00,2021-07-25 09:15:00,LONG,34263.48,34446.8,0.11310394133325213,20.734214525211748,Stop-Loss,1307.5743070443043,1312.3226864362537,4.748379391949356
2021-07-26 12:30:00,2021-07-26 13:00:00,LONG,38792.64,38483.604999999996,0.042311528048418125,-13.075743070443043,Stop-Loss,1294.4985639738613,1312.3226864362537,17.824122462392324
2021-07-29 04:15:00,2021-07-29 05:15:00,LONG,40027.46,39762.03,0.04876986640447048,-12.944985639738613,Stop-Loss,1281.5535783341227,1312.3226864362537,30.769108102130986
2021-07-29 12:00:00,2021-07-29 15:00:00,SHORT,39612.04,40032.65,0.027732651929932725,-11.66463072824902,Stop-Loss,1269.8889476058737,1312.3226864362537,42.43373883037998
2021-08-01 02:15:00,2021-08-01 05:00:00,LONG,41720.35,41856.494999999995,0.08068165746090407,10.984404255014526,Stop-Loss,1280.8733518608883,1312.3226864362537,31.449334575365356
2021-08-01 22:30:00,2021-08-02 05:45:00,SHORT,40229.11,39775.81,0.022436429992833816,10.170433715751635,Stop-Loss,1291.04378557664,1312.3226864362537,21.278900859613714
2021-08-02 19:30:00,2021-08-02 21:30:00,SHORT,39335.42,39328.03,0.05224676900818119,0.3861036229704286,Stop-Loss,1291.4298891996104,1312.3226864362537,20.89279723664322
2021-08-03 00:00:00,2021-08-03 00:15:00,SHORT,38898.56,39238.755000000005,0.03796146002144605,-12.914298891996104,Stop-Loss,1278.5155903076143,1312.3226864362537,33.80709612863939
2021-08-03 03:00:00,2021-08-03 07:45:00,SHORT,38960.35,38571.770000000004,0.047156815812466876,18.32419548840812,Stop-Loss,1296.8397857960224,1312.3226864362537,15.482900640231264
2021-08-04 03:00:00,2021-08-04 05:15:00,SHORT,38061.89,38211.024999999994,0.05546909838944512,-8.272383988309608,Stop-Loss,1288.5674018077127,1312.3226864362537,23.75528462854095
2021-08-07 00:15:00,2021-08-07 01:15:00,LONG,42761.08,42832.244999999995,0.3003653617267294,21.375500967280775,Stop-Loss,1309.9429027749934,1312.3226864362537,2.3797836612602623
2021-08-10 11:15:00,2021-08-10 12:15:00,SHORT,45587.26,45682.9,0.11579605770387427,-11.074734958798468,Stop-Loss,1298.868167816195,1312.3226864362537,13.454518620058707
2021-08-11 05:30:00,2021-08-11 10:15:00,LONG,45783.22,46019.869999999995,0.08050503085510245,19.051515551859527,Stop-Loss,1317.9196833680544,1317.9196833680544,0.0
2021-08-12 00:00:00,2021-08-12 01:15:00,SHORT,45843.36,45895.825,0.25119978716632846,-13.179196833680546,Stop-Loss,1304.7404865343738,1317.9196833680544,13.179196833680635
2021-08-12 05:00:00,2021-08-12 09:30:00,SHORT,45369.98,45527.065,0.034569072054006646,-5.430282683603604,Stop-Loss,1299.3102038507702,1317.9196833680544,18.60947951728417
2021-08-13 18:30:00,2021-08-13 19:00:00,LONG,46569.97,46403.925,0.0782504865458631,-12.993102038507702,Stop-Loss,1286.3171018122625,1317.9196833680544,31.602581555791858
2021-08-15 04:00:00,2021-08-15 13:45:00,SHORT,46534.59,45957.29,0.033538454164867636,19.36174958937794,Stop-Loss,1305.6788514016405,1317.9196833680544,12.240831966413907
2021-08-16 14:15:00,2021-08-16 21:30:00,SHORT,46378.09,46154.625,0.02205147484654974,4.927732826584161,Stop-Loss,1310.6065842282246,1317.9196833680544,7.313099139829774
2021-08-17 14:15:00,2021-08-18 01:45:00,SHORT,45907.65,44958.45,0.021537962962452882,20.44383444396037,Stop-Loss,1331.050418672185,1331.050418672185,0.0
2021-08-18 20:15:00,2021-08-19 01:15:00,SHORT,44796.16,44964.515,0.024735426789295783,-4.164332777111791,Stop-Loss,1326.8860858950732,1331.050418672185,4.164332777111895
2021-08-19 14:15:00,2021-08-20 06:45:00,LONG,45214.09,47090.729999999996,0.03137143195325978,58.87288406076542,Stop-Loss,1385.7589699558387,1385.7589699558387,0.0
2021-08-20 10:30:00,2021-08-20 11:00:00,LONG,47238.42,47039.509999999995,0.06966763712009524,-13.857589699558389,Stop-Loss,1371.9013802562804,1385.7589699558387,13.857589699558275
2021-08-22 12:45:00,2021-08-22 16:30:00,SHORT,48825.56,48740.815,0.047184102775747916,3.9986167897305376,Stop-Loss,1375.8999970460109,1385.7589699558387,9.858972909827799
2021-08-22 22:00:00,2021-08-23 10:00:00,LONG,48795.39,50123.520000000004,0.04798842045397094,63.73486085753265,Stop-Loss,1439.6348579035434,1439.6348579035434,0.0
2021-08-24 10:45:00,2021-08-24 20:15:00,SHORT,49223.74,48207.835,0.054658953923098594,55.528304585245415,Stop-Loss,1495.1631624887889,1495.1631624887889,0.0
2021-08-27 14:00:00,2021-08-28 03:00:00,LONG,47725.57,48976.51,0.049704569744648264,62.177434476370415,Stop-Loss,1557.3405969651592,1557.3405969651592,0.0
2021-08-28 20:30:00,2021-08-28 21:15:00,SHORT,48706.94,48740.61,0.4625306198292961,-15.573405969651592,Stop-Loss,1541.7671909955077,1557.3405969651592,15.573405969651503
2021-08-30 00:45:00,2021-08-30 08:30:00,SHORT,48350.47,48141.205,0.03086373845929265,6.458700228683859,Stop-Loss,1548.2258912241916,1557.3405969651592,9.114705740967565
2021-08-30 23:00:00,2021-08-31 05:30:00,SHORT,47383.26,47153.83,0.02601011174020894,5.967499936556145,Stop-Loss,1554.1933911607478,1557.3405969651592,3.147205804411442
2021-08-31 16:15:00,2021-08-31 23:00:00,SHORT,47428.85,47149.244999999995,0.0672359841301597,18.799517342713518,Stop-Loss,1572.9929085034612,1572.9929085034612,0.0
