entry_date,exit_date,type,entry_price,exit_price,position_size,pnl,reason,account_balance,peak,drawdown
2021-07-08 21:30:00,2021-07-08 22:00:00,LONG,32928.82,32616.04,0.0282184958130805,-8.826181120415285,Opposite Signal,991.1738188795847,991.1738188795847,0.0
2021-07-09 12:45:00,2021-07-09 19:45:00,LONG,32968.65,33446.97,0.05593531709252598,26.75498087169701,Opposite Signal,1017.9287997512818,1017.9287997512818,0.0
2021-07-11 23:15:00,2021-07-12 03:45:00,LONG,34272.07,34454.97,0.0181266425035622,3.315362913901553,Opposite Signal,1021.2441626651834,1021.2441626651834,0.0
2021-07-13 12:15:00,2021-07-13 17:15:00,SHORT,32875.36,32745.16,0.07901003153960362,10.287106106456449,Opposite Signal,1031.5312687716398,1031.5312687716398,0.0
2021-07-14 02:15:00,2021-07-14 11:15:00,SHORT,32469.91,32504.6,0.03156798521174637,-1.0950934069954403,Opposite Signal,1030.4361753646444,1031.5312687716398,1.0950934069953746
2021-07-14 11:15:00,2021-07-14 20:45:00,LONG,32504.6,32799.0,0.03126323347586921,9.20389593529594,Opposite Signal,1039.6400712999405,1039.6400712999405,0.0
2021-07-16 14:00:00,2021-07-16 19:30:00,LONG,31839.82,31880.0,0.07066852947013934,2.8394615141102193,Opposite Signal,1042.4795328140508,1042.4795328140508,0.0
2021-07-18 14:15:00,2021-07-18 17:45:00,SHORT,31687.43,31604.69,0.03702052709792598,3.063078412082455,Opposite Signal,1045.5426112261332,1045.5426112261332,0.0
2021-07-19 00:30:00,2021-07-19 01:00:00,LONG,31633.49,31502.2025,0.07963763581651839,-10.455426112261332,Stop-Loss,1035.0871851138718,1045.5426112261332,10.45542611226142
2021-07-19 08:45:00,2021-07-19 19:00:00,SHORT,31483.82,30645.53,0.05784064067021663,48.48723066743595,Opposite Signal,1083.5744157813078,1083.5744157813078,0.0
2021-07-20 02:30:00,2021-07-20 12:15:00,SHORT,30263.61,29629.95,0.012043061025632762,7.631206049502454,Opposite Signal,1091.2056218308103,1091.2056218308103,0.0
2021-07-21 03:15:00,2021-07-21 20:30:00,LONG,29834.83,31640.64,0.05795345593662995,104.65293026492559,Opposite Signal,1195.8585520957358,1195.8585520957358,0.0
2021-07-23 01:15:00,2021-07-23 07:45:00,LONG,32382.04,32469.72,0.0443592392787336,3.889418099959375,Opposite Signal,1199.7479701956952,1199.7479701956952,0.0
2021-07-24 11:00:00,2021-07-24 19:45:00,LONG,33932.38,33854.03,0.011598884051526275,-0.9087725654370667,Opposite Signal,1198.839197630258,1199.7479701956952,0.9087725654371752
2021-07-24 23:45:00,2021-07-25 00:45:00,LONG,34270.0,34015.315,0.047071448951853036,-11.98839197630258,Stop-Loss,1186.8508056539554,1199.7479701956952,12.897164541739812
2021-07-25 04:15:00,2021-07-25 10:45:00,LONG,34263.48,34372.58,0.04462683984410362,4.86878822699164,Opposite Signal,1191.719593880947,1199.7479701956952,8.02837631474813
2021-07-26 12:30:00,2021-07-26 14:45:00,LONG,38792.64,38308.62,0.006680398305296234,-3.2334463877294617,Opposite Signal,1188.4861474932177,1199.7479701956952,11.261822702477502
2021-07-29 04:15:00,2021-07-29 05:00:00,LONG,40027.46,39844.58,0.0649872127894376,-11.884861474932178,Stop-Loss,1176.6012860182855,1199.7479701956952,23.146684177409725
2021-07-29 12:00:00,2021-07-29 13:00:00,SHORT,39612.04,39827.845,0.05452150256102889,-11.766012860182855,Stop-Loss,1164.8352731581026,1199.7479701956952,34.91269703759258
2021-08-01 02:15:00,2021-08-01 06:30:00,LONG,41720.35,41697.35,0.031080507848820205,-0.7148516805228647,Opposite Signal,1164.1204214775798,1199.7479701956952,35.62754871811535
2021-08-01 22:30:00,2021-08-02 05:45:00,SHORT,40229.11,39722.28,0.0072581063631394944,3.6786260480300026,Opposite Signal,1167.79904752561,1199.7479701956952,31.948922670085267
2021-08-02 19:30:00,2021-08-02 23:45:00,SHORT,39335.42,39144.91,0.029881121439187416,5.692652445379438,Opposite Signal,1173.4916999709894,1199.7479701956952,26.25627022470576
2021-08-03 00:00:00,2021-08-03 00:45:00,SHORT,38898.56,39726.235,0.01417817017514103,-11.734916999709894,Stop-Loss,1161.7567829712796,1199.7479701956952,37.991187224415626
2021-08-03 03:00:00,2021-08-03 09:15:00,SHORT,38960.35,38596.43,0.024469886112671133,8.905080954123235,Opposite Signal,1170.6618639254027,1199.7479701956952,29.086106270292476
2021-08-03 12:45:00,2021-08-03 14:15:00,SHORT,38400.54,38553.1,0.023540591880582086,-3.591352697301548,Opposite Signal,1167.0705112281012,1199.7479701956952,32.67745896759402
2021-08-04 03:00:00,2021-08-04 05:15:00,SHORT,38061.89,38228.955,0.0698572717940972,-11.670705112281011,Stop-Loss,1155.3998061158202,1199.7479701956952,44.348164079875005
2021-08-06 14:15:00,2021-08-06 22:30:00,LONG,40720.6,42645.34,0.12279077593027209,236.34031806403164,Opposite Signal,1391.7401241798518,1391.7401241798518,0.0
2021-08-07 00:15:00,2021-08-07 07:00:00,LONG,42761.08,43097.59,0.013777900004255432,4.636401130431923,Opposite Signal,1396.3765253102838,1396.3765253102838,0.0
2021-08-10 11:15:00,2021-08-10 12:45:00,SHORT,45587.26,45945.2575,0.0390052032572935,-13.963765253102839,Stop-Loss,1382.412760057181,1396.3765253102838,13.963765253102792
2021-08-11 05:30:00,2021-08-11 11:45:00,LONG,45783.22,45926.64,0.03386440546904064,4.8568330323697495,Opposite Signal,1387.2695930895507,1396.3765253102838,9.106932220733142
2021-08-12 00:00:00,2021-08-12 02:45:00,SHORT,45843.36,46206.64,0.03654724843978676,-13.276884413205691,Opposite Signal,1373.992708676345,1396.3765253102838,22.38381663393875
2021-08-12 05:00:00,2021-08-12 11:15:00,SHORT,45369.98,45215.22,0.019242247863263826,2.9779302793187488,Opposite Signal,1376.9706389556638,1396.3765253102838,19.405886354619952
2021-08-13 18:30:00,2021-08-14 03:00:00,LONG,46569.97,47549.21,0.011346913433282181,11.11135151040722,Opposite Signal,1388.0819904660711,1396.3765253102838,8.294534844212649
2021-08-15 04:00:00,2021-08-15 16:00:00,SHORT,46534.59,46079.81,0.02600500192901594,11.826554777277838,Opposite Signal,1399.908545243349,1399.908545243349,0.0
2021-08-16 14:15:00,2021-08-17 02:30:00,SHORT,46378.09,46422.88,0.012449524288103848,-0.5576141928641822,Opposite Signal,1399.3509310504849,1399.908545243349,0.5576141928640936
2021-08-17 14:15:00,2021-08-17 14:30:00,SHORT,45907.65,46045.8875,0.10122802647982848,-13.993509310504848,Stop-Loss,1385.35742173998,1399.908545243349,14.551123503368899
2021-08-18 20:15:00,2021-08-18 23:30:00,SHORT,44796.16,45055.8175,0.05335326041959168,-13.853574217399801,Stop-Loss,1371.5038475225801,1399.908545243349,28.40469772076881
2021-08-19 14:15:00,2021-08-20 06:30:00,LONG,45214.09,47006.79,0.01916050066565744,34.34902954332418,Opposite Signal,1405.8528770659043,1405.8528770659043,0.0
2021-08-20 10:30:00,2021-08-20 21:00:00,LONG,47238.42,48690.75,0.01641172378566693,23.835238805637683,Opposite Signal,1429.6881158715419,1429.6881158715419,0.0
2021-08-22 12:45:00,2021-08-22 20:45:00,SHORT,48825.56,48395.88,0.042828114429078905,18.402384207886637,Opposite Signal,1448.0905000794285,1448.0905000794285,0.0
2021-08-22 22:00:00,2021-08-23 14:15:00,LONG,48795.39,50097.93,0.08965116855467671,116.77423308920868,Opposite Signal,1564.864733168637,1564.864733168637,0.0
2021-08-24 10:45:00,2021-08-24 11:00:00,SHORT,49223.74,49253.075,0.5334463041311347,-15.648647331686371,Stop-Loss,1549.2160858369507,1564.864733168637,15.648647331686334
2021-08-27 14:00:00,2021-08-28 04:00:00,LONG,47725.57,48922.69,0.020789405267573606,24.887412833917768,Opposite Signal,1574.1034986708685,1574.1034986708685,0.0
2021-08-28 20:30:00,2021-08-28 21:30:00,SHORT,48706.94,48851.045,0.10923309383233844,-15.741034986708685,Stop-Loss,1558.3624636841598,1574.1034986708685,15.741034986708655
2021-08-30 00:45:00,2021-08-30 01:15:00,SHORT,48350.47,48528.9525,0.08731177923237153,-15.583624636841598,Stop-Loss,1542.7788390473181,1574.1034986708685,31.32465962355036
2021-08-30 23:00:00,2021-08-31 05:30:00,SHORT,47383.26,47156.44,0.03391095371023856,7.691682520556301,Opposite Signal,1550.4705215678744,1574.1034986708685,23.63297710299412
2021-08-31 16:15:00,2021-09-01 04:00:00,SHORT,47428.85,47209.37,0.06468379314008536,14.196798918385673,Opposite Signal,1564.66732048626,1574.1034986708685,9.43617818460848
2021-09-02 00:00:00,2021-09-02 11:30:00,LONG,48834.07,50020.62,0.017431968231267917,20.683901904810998,Opposite Signal,1585.351222391071,1585.351222391071,0.0
2021-09-05 08:45:00,2021-09-06 03:45:00,LONG,50158.01,51571.15,0.04948655332722775,69.93142796883859,Opposite Signal,1655.2826503599094,1655.2826503599094,0.0
2021-09-09 12:00:00,2021-09-09 12:15:00,LONG,46295.01,46017.185,0.05958004680499896,-16.552826503599096,Stop-Loss,1638.7298238563103,1655.2826503599094,16.552826503599135
2021-09-10 14:15:00,2021-09-10 18:30:00,SHORT,45212.84,45711.36,0.013338134094003412,-6.649326608542635,Opposite Signal,1632.0804972477677,1655.2826503599094,23.202153112141787
2021-09-11 09:45:00,2021-09-11 19:00:00,LONG,45442.21,45614.61,0.034396157962628876,5.929897632757268,Opposite Signal,1638.010394880525,1655.2826503599094,17.272255479384512
2021-09-12 17:45:00,2021-09-12 18:15:00,LONG,45883.76,45826.38,0.03535910188624931,-2.0289052662331497,Opposite Signal,1635.9814896142918,1655.2826503599094,19.301160745617608
